patent_id,patent_title,patent_date
10085255,Physical uplink control channel for low latency downlink communications,2018-09-25
10085256,Downlink operations with shortened transmission time intervals,2018-09-25
10085257,Communication apparatus and communication method,2018-09-25
10085258,Frame transmitting method and frame receiving method,2018-09-25
10085259,"Frequency spectral management apparatus and method, geographical location database and secondary system apparatus",2018-09-25
10085260,"Wireless base station, wireless communication system, node, control method, and program",2018-09-25
10085261,"Apparatus, system and method of communicating an enhanced directional multi gigabit (EDMG) support indication",2018-09-25
10085262,Method and apparatus for allocating wireless resource in order to prevent interference in wireless LAN,2018-09-25
10085263,Method and device for allocating resource units using leftover tones in wireless LAN,2018-09-25
10085264,Integrated circuit for communication resource allocation,2018-09-25
10085265,Uplink transmit power allocation and power headroom reporting by a user equipment in a multi-connectivity environment,2018-09-25
10085266,Management of TTI bundling for carrier aggregated communications,2018-09-25
10085267,"Mobile communication system, gateway device, core network device, and communication method",2018-09-25
10085268,Communications device and communications system,2018-09-25
10085269,"Method and apparatus for terminal to optimize network resource, and storage medium",2018-09-25
10085270,Selection of a radio access technology resource based on radio access technology resource historical information,2018-09-25
10085271,System for detecting interference sources and method for detecting interference sources,2018-09-25
10085272,Method for associating a user with a base station based on backhaul capacity in heterogeneous cellular network,2018-09-25
10085273,Method and device for transmitting enhanced transmission selection standard configuration information,2018-09-25
10085274,Apparatus and method of improving VoLTE/VT call setup successful rate in a DSDS device,2018-09-25
10085275,Synchronization and interprocessor communication in a low power LTE system architecture,2018-09-25
10085276,Frame configuration of dynamic uplink/downlink switch,2018-09-25
10085277,Scheduling method and system for fourth generation radio mobile networks,2018-09-25
10085278,"Mobile communications network, communications device and methods",2018-09-25
10085279,Estimating and using UE tune-away period based on timing of detected missed communications from the UE,2018-09-25
10085280,Group carrier scheduling for unlicensed long term evolution network,2018-09-25
10085281,Channel access for a mixed numerology carrier,2018-09-25
10085282,"Method for channel detection, sending terminal and system",2018-09-25
10085283,Antenna subset and directional channel access in a shared radio frequency spectrum band,2018-09-25
10085284,"Base station, user equipment, transmission control method for the base station and data transmission method for the user equipment",2018-09-25
10085285,Wireless communication apparatus and interference detection method,2018-09-25
10085286,Method and system for conducting random access on small cell under dual connectivity,2018-09-25
10085287,"Method, device, and system for determining timing advance grouping",2018-09-25
10085288,Multicarrier signal transmission in wireless communications,2018-09-25
10085289,Selecting radio frequency channels for carrier aggregation in an unlicensed radio frequency spectrum band,2018-09-25
10085290,Discovering wireless communication device based on required services,2018-09-25
10085291,Associated device discovery in IMS networks,2018-09-25
10085292,Method and apparatus for supporting machine-type communications with a mobile-originated-only mode,2018-09-25
10085293,Telecommunications apparatus and methods,2018-09-25
10085294,Determining when to establish connection between mobile client and proxy devices,2018-09-25
10085295,Disambiguation of target devices using ambient signal data,2018-09-25
10085296,Pre-establishment and use of access network connections to help expedite attachment,2018-09-25
10085297,Method and apparatus supporting device-to-device (D2D) communication in a wireless communication system,2018-09-25
10085298,Method whereby terminals transmit device-to-device (D2D) signals in wireless communication system,2018-09-25
10085299,Device to-device discovery information encryption,2018-09-25
10085300,Connected mode extended discontinuous reception,2018-09-25
10085301,Extremely high frequency systems and methods of operating the same,2018-09-25
10085302,Access node architecture for 5G radio and other access networks,2018-09-25
10085303,Method and induction heating device for determining a temperature of a cooking vessel base,2018-09-25
10085304,Cooktop device,2018-09-25
10085305,"Electromagnetic heating device and heating control circuit thereof, and low power heating control method",2018-09-25
10085306,Transverse flux induction heating device,2018-09-25
10085307,Induction coil for an induction heating appliance,2018-09-25
10085308,Drawer type cooking device,2018-09-25
10085309,Drawer-type microwave oven,2018-09-25
10085310,Application using a single photon avalanche diode (SPAD),2018-09-25
10085311,Flexible organic light-emitting display apparatus and method of manufacturing the same,2018-09-25
10085312,"Bus bar current control circuit, constant-current driving controller and LED light source",2018-09-25
10085313,Lighting apparatus and driving circuit including frequency dithering and slope compensation,2018-09-25
10085314,Light emitting diode driver for load changes,2018-09-25
10085315,Self-identifying solid-state transducer modules and associated systems and methods,2018-09-25
10085316,Circuit for LED driver,2018-09-25
10085317,Control system for lighting devices,2018-09-25
10085318,Lighting unit with multiple light sources to emit functional light or dynamic lighting effect,2018-09-25
10085319,Lighting apparatus,2018-09-25
10085320,Pre-calibrated light box,2018-09-25
10085321,Method and system for implementing transient state computing with optics,2018-09-25
10085322,Portable lighting devices,2018-09-25
10085323,Helicopter search light and method of adjusting a light output of a helicopter search light,2018-09-25
10085324,Long-range ultrasonic occupancy sensor with remote transmitter,2018-09-25
10085325,Radio wave sensor and luminaire,2018-09-25
10085326,Power over ethernet lighting system with battery charge control algorithm,2018-09-25
10085327,Modular coordinated lighting system,2018-09-25
10085328,Wireless lighting control systems and methods,2018-09-25
10085329,Optically powered lighting system,2018-09-25
10085330,"Light bulb, intelligent lighting device and method and system for use in configuring same",2018-09-25
10085331,Resettable lighting system and method,2018-09-25
10085332,Motion sensitive communication device for controlling lighting,2018-09-25
10085333,LED failure detecting device,2018-09-25
10085334,Extreme ultraviolet light generating system,2018-09-25
10085335,Harmonic cold plasma device and associated methods,2018-09-25
10085336,Multilayer wiring board,2018-09-25
10085337,"Coaxial cable assembly, electronic package and connector",2018-09-25
10085338,Printed circuit board with flux reservoir,2018-09-25
10085339,"Method of manufacturing electroconductive nanowire network using electron beam, transparent electrode and electronic device using the same",2018-09-25
10085340,Flat circuit body with terminal and manufacturing method thereof,2018-09-25
10085341,Direct chip attach using embedded traces,2018-09-25
10085342,Microelectronic device having an air core inductor,2018-09-25
10085343,Thin-film capacitor and electronic component embedded substrate,2018-09-25
10085344,Electronic component and electronic component built-in board,2018-09-25
10085345,Electronic module,2018-09-25
10085346,"Method for producing conductive member, and conductive member",2018-09-25
10085347,Manufacture of a circuit board and circuit board containing a component,2018-09-25
10085348,Rapid prototype extruded conductive pathways,2018-09-25
10085349,"Method for producing electronic device, and electronic device",2018-09-25
10085350,Method and arrangement for transferring electrically conductive material in fluid form on a substrate to be printed,2018-09-25
10085351,"Coating composition, composite prepared by using the coating composition and method for preparing the same",2018-09-25
10085352,Method for manufacturing an integrated circuit package,2018-09-25
10085353,Solder bridging prevention structures for circuit boards and semiconductor packages,2018-09-25
10085354,Flexible printed circuit (FPC) board,2018-09-25
10085355,Housing mountable on a mounting rail for receiving an electronics module,2018-09-25
10085356,Electronic device with locking assembly,2018-09-25
10085357,Glass enclosures for electronic devices,2018-09-25
10085358,Technologies for sled architecture,2018-09-25
10085359,Electric device housing rack and battery housing system,2018-09-25
10085360,Heat sink assembly,2018-09-25
10085361,Electrical device heat dissipation structure,2018-09-25
10085362,Cold plate device for a two-phase cooling system,2018-09-25
10085363,Integrated compact impingement on extended heat surface,2018-09-25
10085364,SSD internal thermal transfer element,2018-09-25
10085365,Thermal conducting structure applied to network control automation system,2018-09-25
10085366,Enhanced cooling design for computing device,2018-09-25
10085367,Minimizing leakage in liquid cooled electronic equipment,2018-09-25
10085368,Electronic device,2018-09-25
10085369,Display device and thin television set,2018-09-25
10085370,Powder coating method and apparatus for absorbing electromagnetic interference (EMI),2018-09-25
10085371,Steerable rear axle on a field cultivator,2018-10-02
10085372,Traction machine and equipment combination with driver assistance system,2018-10-02
10085373,Harvester combine header assembly,2018-10-02
10085374,Agricultural seeder implements,2018-10-02
10085375,Sectional control system for delivery of agricultural product according to location,2018-10-02
10085376,Meter roller for an agricultural metering system,2018-10-02
10085377,Cooling system and air delivery system for a farm machine,2018-10-02
10085378,Agricultural chopper with movable pan,2018-10-02
10085379,Grain quality sensor,2018-10-02
10085380,Lawn mower,2018-10-02
10085381,Portable hops harvester,2018-10-02
10085382,"Agricultural baler, agricultural baler system, method for configuring an agricultural baler, and method for baling",2018-10-02
10085383,Helical auger flight assemblies and thresher formed therewith,2018-10-02
10085384,Strap sealing assembly for agricultural implement,2018-10-02
10085385,Plant cultivation apparatus,2018-10-02
10085386,Method of manufacturing a plant receptacle as well as a plant receptacle,2018-10-02
10085387,Planter bottom member and planter using the planter bottom member,2018-10-02
10085388,Hurricane dissipation system and method,2018-10-02
10085389,Modular plant support system,2018-10-02
10085390,Backpack type blowing apparatus,2018-10-02
10085391,Irrigation mat for supplying fluids to the root region of plants and irrigation system,2018-10-02
10085392,Control system for an irrigation system,2018-10-02
10085393,"Long range, battery powered, wireless environmental sensor interface devices",2018-10-02
10085394,Planter system using waste materials,2018-10-02
10085395,Maize hybrid X18K393,2018-10-02
10085396,Maize hybrid X75K308,2018-10-02
10085397,Plants and seeds of hybrid corn variety CH228442,2018-10-02
10085398,Hybrid corn variety 32220088,2018-10-02
10085399,Wheat variety W080329C1,2018-10-02
10085400,Wheat variety W080148I1,2018-10-02
10085401,Wheat variety W080366A1,2018-10-02
10085402,Canola variety PV 581 GC,2018-10-02
10085403,Canola variety 45M35,2018-10-02
10085404,Maize hybrid X13K502,2018-10-02
10085405,Maize hybrid X08K219,2018-10-02
10085406,Maize hybrid X08K187,2018-10-02
10085407,Maize hybrid X05K690,2018-10-02
10085408,Maize hybrid X13H147,2018-10-02
10085409,Soybean cultivar CL1463362,2018-10-02
10085411,Pressure control device for a milking machine,2018-10-02
10085412,Method for processing a pourable food substance,2018-10-02
10085413,Animal habitat cage with waste disposal flooring,2018-10-02
10085414,"Pre-frontal cortex processing disorder speech, gait and limb impairments treatment",2018-10-02
10085415,Cat attractant,2018-10-02
10085416,Door for a pet enclosure,2018-10-02
10085417,Collapsible pet bed with removably attachable cover,2018-10-02
10085418,"Systems for feeding cats, methods of use of the systems and packaging for the systems",2018-10-02
10085419,Modular livestock feed system for measuring animal intake and monitoring animal health,2018-10-02
10085420,Diaper support garment for four-legged animal,2018-10-02
10085421,"Method of using a dog toy container, and a dog toy container",2018-10-02
10085422,Double ball treat dispensing pet toy,2018-10-02
10085423,Remote interaction device with tracking of remote movement input,2018-10-02
10085424,"Self-containing, retractable leash and collar/harness assembly",2018-10-02
10085425,Electronic apparatus and manufacturing method therefor,2018-10-02
10085426,Top-fill hummingbird feeder with float valve base closure mechanism,2018-10-02
10085427,Top-fill hummingbird feeder with float valve base closure mechanism,2018-10-02
10085428,Reduced weight live poultry hauling system,2018-10-02
10085429,"Corner bracket, a frame assembly using corner brackets and an aquarium utilizing said frame assembly",2018-10-02
10085430,Aquarium filtration and algae control system,2018-10-02
10085431,Aquarium and non-disruptive filtration system,2018-10-02
10085432,Variable depth fishing lure,2018-10-02
10085433,Tip rod and fishing rod having the same,2018-10-02
10085434,Fishing reel,2018-10-02
10085435,Pest control and detection system with conductive bait matrix,2018-10-02
10085436,Compositions and methods for bed bug control using entomopathogenic fungi,2018-10-02
10085437,Support for a spreading boom for an agricultural sprayer,2018-10-02
10085438,Portable wildlife corral apparatus,2018-10-02
10085439,Casino mentality hog trap,2018-10-02
10085440,Adjustable turkey call striker,2018-10-02
10085441,Cannula,2018-10-02
10085442,Agrochemical formulation,2018-10-02
10085443,Method and formulation for removing flora from sewer lines,2018-10-02
10085444,Silica-based antibacterial and antifungal nanoformulation,2018-10-02
10085445,Biocorrosion inhibitor for metal,2018-10-02
10085446,Grease-like gel for repelling rodents,2018-10-02
10085447,Acidic biofilm remediation,2018-10-02
10085448,Azoline compounds substituted by a carbocyclic condensed ring system,2018-10-02
10085449,"N-[1-((6-chloropyridin-3-yl)methyl)pyridin-2(1H)-ylidene]-2,2,2- trifluoroacetamide for control of agricultural/horticultural pests",2018-10-02
10085450,Tetrazolinone compound and use thereof,2018-10-02
10085451,Synergistic herbicidal composition containing penoxsulam and bentazon,2018-10-02
10085452,Synergistic benzoxaborole-containing anti-fungicidal composition,2018-10-02
10085453,"Controlled release, wood preserving composition with low-volatile organic content for treating in-service utility poles, posts, pilings, cross-ties and other wooden structures",2018-10-02
10085454,Remediation of mollusk infestations,2018-10-02
10085455,Device and method for pressing a dough part,2018-10-02
10085456,Device for cutting slices of a food product,2018-10-02
10085457,Sourdough compositions and methods for their preparation,2018-10-02
10085458,System and method of producing printed decorations,2018-10-02
10085459,Device for stunning poultry and method for operating such stunning device,2018-10-02
10085460,Method and device for filling of sausage sleeves,2018-10-02
10085461,Electrical field application method,2018-10-02
10085462,Process for preserving low-lactose or lactose-free milk product,2018-10-02
10085463,Multi-textured animal treats,2018-10-02
10085464,Semi-solid animal feed blocks and method of making and using same,2018-10-02
10085465,"Thraustochytrids, fatty acid compositions, and methods of making and uses thereof",2018-10-02
10085466,"Gel based livestock feed, method of manufacture and use",2018-10-02
10085467,Production of alkaline spring water,2018-10-02
10085468,Storage tank vacuum-pumping device and method for keeping long-time food fresh utilizing storage tank,2018-10-02
10085469,Method and apparatus for controlling a cooking process of food,2018-10-02
10085470,Method for improving the quality of soy sauce using Bacillus amyloliquefaciens,2018-10-02
10085471,Whole egg powder and puffed egg product using the same,2018-10-02
10085472,Compositions comprising rebaudioside J,2018-10-02
10085473,Purification of Luo Han Guo extract,2018-10-02
10085474,Method of making an enhanced natural sweetener,2018-10-02
10085475,Low swelling starch,2018-10-02
10085476,Systems and methods for monitoring of fractional gluconeogenesis and targeting of fractional gluconeogenesis via nutritional support,2018-10-02
10085477,Rotary screw blancher,2018-10-02
10085478,Reducing levels of nicotinic alkaloids in plants,2018-10-02
10085479,"Apparatus, method and system for buffering and processing multi-segment rod-like articles",2018-10-02
10085480,Smoking pipe,2018-10-02
10085481,Vaporizer,2018-10-02
10085482,Multiple use aerosol-generating system,2018-10-02
10085483,Method for controlling electronic cigarette with multiple output modes,2018-10-02
10085484,Atomizer and refillable electronic cigarette having same,2018-10-02
10085485,Aerosol delivery device with a reservoir housing and a vaporizer assembly,2018-10-02
10085486,Electronic vapor device with film assembly,2018-10-02
10085487,Electronic article,2018-10-02
10085488,Portable vaporizer and storage systems,2018-10-02
10085489,Electronic cigarette,2018-10-02
10085490,Shirts configured for enhancing worker mobility,2018-10-02
10085491,Underpants with enhanced access fly,2018-10-02
10085492,Adjustable garment apparatus,2018-10-02
10085493,Combination athletic jersey and hooded sweatshirt,2018-10-02
10085494,Swimwear design and construction,2018-10-02
10085495,Clothing having cooling function or warming function,2018-10-02
10085496,Compartmentalized hand warmer,2018-10-02
10085497,"Methods and articles for accessorizing shoulder, chest, and back",2018-10-02
10085498,Glove having reinforced fingertips,2018-10-02
10085499,Seamless polyethylene based disposable gloves and method of manufacturing the same,2018-10-02
10085500,Envelope for a laminar structure providing adaptive thermal insulation,2018-10-02
10085502,Hands-free dog control harness,2018-10-02
10085503,Shirt retainer undergarment,2018-10-02
10085504,Modular tree with rotation-lock electrical connectors,2018-10-02
10085505,Hair extension attachment apparatus,2018-10-02
10085506,Method for applying eyelash extensions via strip weaving,2018-10-02
10085507,Cap alarm system,2018-10-02
10085508,Helmet,2018-10-02
10085509,Catcher's helmet with face guard having raised eyebrow areas,2018-10-02
10085511,Hat ventilated through brim,2018-10-02
10085512,Ski boot and strap combination providing enhanced lateral performance,2018-10-02
10085513,Article of footwear with soil-shedding performance,2018-10-02
10085514,"Shoes, devices for shoes, and methods of using shoes",2018-10-02
10085515,Shoe with waterproof and vapor-permeable sole and upper,2018-10-02
10085516,Article of footwear with reinforced elastic upper,2018-10-02
10085517,Motorized tensioning system,2018-10-02
10085518,Boot top opening covers,2018-10-02
10085519,Belt buckle,2018-10-02
10085520,Control docking station for a one or two stage locking mechanism,2018-10-02
10085521,Magnetic buckle,2018-10-02
10085522,Dual-entry keyring,2018-10-02
10085523,Attachment system for an electronic device,2018-10-02
10085524,Hook and loop fastener,2018-10-02
10085525,Slider for slide fastener,2018-10-02
10085526,Locking slider assembly and a method for its manufacture,2018-10-02
10085527,Slider assembly for a slide fastener,2018-10-02
10085528,"Clasp, watch band, and watch",2018-10-02
10085529,"Non-pierced earring, and fitting implement for the same",2018-10-02
10085530,Chaton cut for a gemstone made of topaz,2018-10-02
10085531,Case for electronic tablet,2018-10-02
10085532,Active suspension case for a mobile device,2018-10-02
10085533,Suitcase,2018-10-02
10085534,Suitcase system,2018-10-02
10085535,Strap,2018-10-02
10085536,Backpack support device,2018-10-02
10085537,Attachment for a hand held appliance,2018-10-02
10085538,Hand held appliance,2018-10-02
10085539,Shaving razor tray,2018-10-02
10085540,Cosmetic composition applicator including impermeable sheet,2018-10-02
10085541,Nail polish remover in a spray bottle with file attachment,2018-10-02
10085542,Solid stick applicators and methods,2018-10-02
10085543,Pet water bottle assembly,2018-10-02
10085544,Clip and method for attaching an item to a strap worn by a person,2018-10-02
10085545,Stabilized shoulder mount for electronic device,2018-10-02
10085546,Hands-free electronic device,2018-10-02
10085547,Step bit pouch,2018-10-02
10085548,Dispenser,2018-10-02
10085549,Illuminated flashing toothbrush and method of use,2018-10-02
10085550,Single lever-operated height-adjustable table,2018-10-02
10085551,Locking base for tablet stand,2018-10-02
10085552,Adjustable rack apparatus,2018-10-02
10085553,"Modular system, in particular for furniture, exhibition structures or the like, and item of furniture or exhibition construction",2018-10-02
10085554,Gun cabinet,2018-10-02
10085555,Table assembly,2018-10-02
10085556,Drawer cabinet provided with adjustable drawer assembly mode,2018-10-02
10085557,"Adjustment device, guide unit and item of furniture",2018-10-02
10085558,"Pull-out guide for a drawer, and method for securing a drawer to a pull-out guide",2018-10-02
10085559,Furniture piece comprising roller wheel assembly,2018-10-02
10085560,Slide rail displacement positioning mechanism,2018-10-02
10085561,Slide rail assembly and bracket device thereof,2018-10-02
10085562,"Ergonomic seating system, tilt-lock control and remote powering method and appartus",2018-10-02
10085563,Chair capable of swinging forward and backward,2018-10-02
10085564,Adjustable lumbar support for upholstery furniture,2018-10-02
10085565,Sacral air bladder assembly,2018-10-02
10085566,Marine vessels and modular deck and seating configurations for marine vessels,2018-10-02
10085567,Wall-mounted fold-away couch and bed,2018-10-02
10085568,Electric bed frame,2018-10-02
10085569,Inflation and deflation pressure regulation system,2018-10-02
10085570,Posture detection and correction cushion,2018-10-02
10085571,Interactive display case,2018-10-02
10085572,Display clip,2018-10-02
10085573,Center store arrangement for retail markets,2018-10-02
10085574,Ultra compact one-handed folding mat,2018-10-02
10085575,Folding two section pillow comprised of horseshoe and contour pillows,2018-10-02
10085576,Drinking straw with a display arrangement,2018-10-02
10085577,Pillow containing fluid delivery system,2018-10-02
10085578,Single hand operated collapsing hanger,2018-10-02
10085579,Aid for donning a sock,2018-10-02
10085580,Method of seaming carpet,2018-10-02
10085581,Method of manufacturing a phylactery and a phylactery manufactured thereby,2018-10-02
10085582,Track and curtain system,2018-10-02
10085583,"Cooking device with corrugated blade, cooking method, and food",2018-10-02
10085584,Method of regulating temperature for sous vide cooking and apparatus therefor,2018-10-02
10085585,"System and methods of improving the performance, safety and energy efficiency of a cooking appliance",2018-10-02
10085586,Dispensing nutrients,2018-10-02
10085587,Apparatus and method for preparing a beverage from liquid supplied to a package by a machine,2018-10-02
10085588,Method for automatic adjustment of the quantity of coffee and coffee machine using said method,2018-10-02
10085589,Beverage preparation machine,2018-10-02
10085590,Apparatus for preparing hot beverages with auto-power-down mechanism,2018-10-02
10085591,Method of containing splatter in a cooking appliance,2018-10-02
10085592,Sequential broiling,2018-10-02
10085594,BBQ incorporating flip down latched vent and grill cleaning plate,2018-10-02
10085595,Grill accessory for providing food access and maintaining airflow control,2018-10-02
10085596,Portable and modular cooking oil cleaning and cooking oil replenishment system,2018-10-02
10085597,Double-walled vessel having pressure equalization opening,2018-10-02
10085598,"Dining plate system with visual stimulating, sensing and/or communication means, and method of using",2018-10-02
10085599,Multi-cook and food processing prep product,2018-10-02
10085600,Method of manufacturing secondary paper roll for tissue paper products,2018-10-02
10085601,Hand dryer,2018-10-02
10085602,Pay-for-use portable toilet facility,2018-10-02
10085603,Vacuum cleaner,2018-10-02
10085604,Hand carryable surface cleaning apparatus,2018-10-02
10085605,Vacuum attachment,2018-10-02
10085606,Systems and apparatuses for cooling a vacuum device,2018-10-02
10085607,"Power supply apparatus, and electric apparatus and vacuum cleaner having the same",2018-10-02
10085608,Robot cleaner,2018-10-02
10085609,Hand-held cleaning apparatus for touch screens,2018-10-02
10085610,Steam mop with illuminated tank,2018-10-02
10085611,Light source apparatus for driving light sources based on generated light adjustment information,2018-10-02
10085612,Manipulator and manipulator system,2018-10-02
10085613,Endoscope,2018-10-02
10085614,Optical communication system and endoscope system with connection state abnormality detection,2018-10-02
10085615,"Endoscope apparatus, image processing apparatus and image adjusting method",2018-10-02
10085616,Endoscope system configured to prevent mis-insertion of treatment tool in channel and method of operating the same,2018-10-02
10085617,"Endoscopic channel switching device, endoscope, and manufacturing method of endoscopic channel switching device",2018-10-02
10085618,Treatment tool exchanging device and medical system,2018-10-02
10085619,Use of human input recognition to prevent contamination,2018-10-02
10085620,Endoscopic device and method of controlling endoscopic device,2018-10-02
10085621,Endoscope having a sideways viewing direction,2018-10-02
10085622,Control of a basket retrieval device,2018-10-02
10085623,"Bending operation apparatus of endoscope, and endoscope",2018-10-02
10085624,Manipulator and manipulator system,2018-10-02
10085625,Video camera housing for an endoscope,2018-10-02
10085626,"In-vivo monitoring camera system, and support tube for in-vivo monitoring camera system",2018-10-02
10085627,Image pickup apparatus and endoscope,2018-10-02
10085628,Endoscope,2018-10-02
10085629,Observation system,2018-10-02
10085630,Endoscope apparatus,2018-10-02
10085631,Method for generating eyeglass-prescription assisting information,2018-10-02
10085632,Mobile driver license examination workstations and systems and methods including same,2018-10-02
10085633,Direct visualization system for glaucoma treatment,2018-10-02
10085634,Systems and methods of optical coherence tomography with a multi-focal delay line,2018-10-02
10085635,Information processing method and wearable electronic device,2018-10-02
10085636,Eye gaze detection apparatus and eye gaze detection method,2018-10-02
10085637,Contact lens with a microfluidic channel to monitor radius of curvature of cornea,2018-10-02
10085638,Optical coherence tomography system,2018-10-02
10085639,Tracking contact quality to vital signs measurement sensors,2018-10-02
10085640,Distributed system architecture for continuous glucose monitoring,2018-10-02
10085641,Using near-field communication both for out-of-band pairing and physiological data transfer,2018-10-02
10085642,Multi-modal imaging of blood flow,2018-10-02
10085643,Analytic methods of tissue evaluation,2018-10-02
10085644,Optical imaging system,2018-10-02
10085645,Implant placement method with feedback,2018-10-02
10085646,"Contact-type endoscope SERS probe, and related methods",2018-10-02
10085649,Methods and devices for localizing the blood mass of an intracerebral hematoma,2018-10-02
10085650,"Measurement device, measurement method, and recording medium storing a measurement program",2018-10-02
10085651,Methods for predicting and treating necrotizing enterocolitis in neonates,2018-10-02
10085652,Optical measuring device for cardiovascular diagnostics,2018-10-02
10085653,Pulse transmit time measurement device and method,2018-10-02
10085654,Medical device,2018-10-02
10085655,System and method to define drivers of sources associated with biological rhythm disorders,2018-10-02
10085656,"Measurement device, measurement method, program and recording medium",2018-10-02
10085657,Body-worn pulse oximeter,2018-10-02
10085658,Body-worn pulse oximeter,2018-10-02
10085659,Medical system for mapping cardiac tissue,2018-10-02
10085660,Automatic analysis of uterine activity signals and application for enhancement of labor and delivery experience,2018-10-02
10085661,System and method for biventricular pacemaker pulse detection in surface ECG,2018-10-02
10085662,Device and method for digital-to-analog transformations and reconstructions of multi-channel electrocardiograms,2018-10-02
10085663,Automated ECG analysis and diagnosis system,2018-10-02
10085664,"Electrocardiograph with chest assembly, waterproof housing, recording module and wireless transceiver",2018-10-02
10085665,Non-invasive system and method for monitoring lusitropic myocardial function in relation to inotropic myocardial function,2018-10-02
10085666,Method for measuring social relationship using heart rhythm coherence (HRC),2018-10-02
10085667,ECG clock electrocardiogram based diagnostic device and method,2018-10-02
10085668,EEG hair band,2018-10-02
10085669,Sensor system and method of operating the same,2018-10-02
10085670,Apparatus and method for treatment of pain with body impedance analyzer,2018-10-02
10085671,Systems and methods for deformation compensation using shape sensing,2018-10-02
10085672,"Diagnostic endoscopic imaging support apparatus and method, and non-transitory computer readable medium on which is recorded diagnostic endoscopic imaging support program",2018-10-02
10085673,Method for continuous and non-invasive determination of effective lung volume and cardiac output,2018-10-02
10085674,Method and apparatus for monitoring and controlling a pressure support device,2018-10-02
10085675,"Measurement information management system, measurement apparatus, information device, measurement information management method, and measurement information management program",2018-10-02
10085676,Force measurement system,2018-10-02
10085677,System and method for performing a hearing screening,2018-10-02
10085678,System and method for determining WHO grading of hearing impairment,2018-10-02
10085679,System and method for detecting vascular contamination by surgical anesthetic using non-invasive IR spectrophotometry,2018-10-02
10085680,Safety blood collection assembly with indicator,2018-10-02
10085681,Lancing device with moving pivot depth adjust,2018-10-02
10085682,Apparatus and method of measuring stress,2018-10-02
10085683,Vehicle fatigue monitoring system,2018-10-02
10085684,State identification in data with a temporal dimension,2018-10-02
10085685,Selecting triggers of an allergic reaction based on nasal temperatures,2018-10-02
10085686,Tongue evaluation system and method,2018-10-02
10085687,Method and apparatus for providing a visual representation of sleep quality based on ECG signals,2018-10-02
10085688,Method of identifying an individual with a disorder or efficacy of a treatment of a disorder,2018-10-02
10085689,Device and method for monitoring and assessment of movement disorder symptoms,2018-10-02
10085690,System and method for feedback of dynamically weighted values,2018-10-02
10085691,Wearable device for sensing physiological information,2018-10-02
10085692,"Exercise support device, exercise support method, and computer-readable storage medium having exercise support program stored therein",2018-10-02
10085693,Measuring device,2018-10-02
10085694,Systems and methods for monitoring organ activity,2018-10-02
10085695,Mental balance or imbalance estimation system and method,2018-10-02
10085696,Detection of worsening heart failure events using heart sounds,2018-10-02
10085697,Pulse oximeter system,2018-10-02
10085698,Methods and systems for automated tube current modulation,2018-10-02
10085699,Radiation shielding,2018-10-02
10085700,X-ray device and method for controlling the same,2018-10-02
10085701,Medical image system and joint cartilage state score determination method,2018-10-02
10085702,X-ray micro imaging,2018-10-02
10085703,Dynamic computed tomography imaging of elasticity,2018-10-02
10085704,X-ray imaging apparatus and control method for the same,2018-10-02
10085705,Medical observation system,2018-10-02
10085706,X-ray imaging apparatus and method of controlling the same,2018-10-02
10085707,"Medical image information system, medical image information processing method, and program",2018-10-02
10085708,"Medical image processing apparatus, medical image diagnostic apparatus, and image processing method",2018-10-02
10085709,Method for reconstructing a 3D image from 2D X-ray images,2018-10-02
10085710,"Radiographing system, method of controlling radiographing system, and recording medium of computer program",2018-10-02
10085711,Stethoscope protective cover,2018-10-02
10085712,Apparatus capable of connecting connector of ultrasonic probe,2018-10-02
10085713,"Methods, assemblies, and devices for positioning a catheter tip using an ultrasonic imaging system",2018-10-02
10085714,Ultrasound diagnostic apparatus and method of producing ultrasound image,2018-10-02
10085715,Ultrasonic scanning system,2018-10-02
10085716,System and method for sterile sheathing of a medical probe,2018-10-02
10085717,Ultrasonic probe,2018-10-02
10085718,Ultrasonic probe with a beam having an ultrasonic transducer,2018-10-02
10085719,Capacitive micromachined ultrasonic transducer and method for producing the same,2018-10-02
10085720,"Ultrasonic device, method for producing ultrasonic device, ultrasonic probe, ultrasonic measurement apparatus, and electronic device",2018-10-02
10085721,Contrast assisted intravascular ultrasound imaging,2018-10-02
10085722,Spread spectrum coded waveforms in ultrasound diagnostics,2018-10-02
10085723,Multi-purpose ultrasound image acquisition device,2018-10-02
10085724,System and method for providing variable ultrasound array processing in a post-storage mode,2018-10-02
10085725,Phantom design for testing of Doppler ultrasound function,2018-10-02
10085726,Controlled transfer biological sample collection devices and methods of using such devices,2018-10-02
10085727,Vacuum assisted handheld biopsy device,2018-10-02
10085728,Treatment-tool driving device,2018-10-02
10085729,Methods and devices for forming biomedical coatings using variable mixing ratios of multi-part compositions,2018-10-02
10085730,Hemostatic device and its methods of use,2018-10-02
10085731,Vasculature closure devices and methods,2018-10-02
10085732,Methods and apparatus for access to and/or treatment of the spine,2018-10-02
10085733,Endoscopic system for accessing constrained surgical spaces,2018-10-02
10085734,Systems for the prevention of surgical site infections,2018-10-02
10085735,Modular tissue repair kit and devices and method related thereto,2018-10-02
10085736,Hollow body anchor,2018-10-02
10085737,Suture anchor with improved drive head,2018-10-02
10085738,Knee joint capsular disruption and repair,2018-10-02
10085739,Measuring tool using suture and suture anchor,2018-10-02
